FY,econ.deflator.name,econ.deflator.value,Deflator.Base.Year,Deflator.Source,Deflator.Notes
2002,Total.Department.of.Defense,0.7031000000000001,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2003,Total.Department.of.Defense,0.726,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2004,Total.Department.of.Defense,0.7486,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2005,Total.Department.of.Defense,0.7784,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2006,Total.Department.of.Defense,0.8042,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2007,Total.Department.of.Defense,0.8248000000000001,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2008,Total.Department.of.Defense,0.8478,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2009,Total.Department.of.Defense,0.8617,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2010,Total.Department.of.Defense,0.8811,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2011,Total.Department.of.Defense,0.8978,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2012,Total.Department.of.Defense,0.9131,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2013,Total.Department.of.Defense,0.9284,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2014,Total.Department.of.Defense,0.9396,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2015,Total.Department.of.Defense,0.9501999999999999,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2016,Total.Department.of.Defense,0.9597,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2017,Total.Department.of.Defense,0.9797,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2018,Total.Department.of.Defense,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2019,Total.Department.of.Defense,NA,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2020,Total.Department.of.Defense,NA,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2021,Total.Department.of.Defense,NA,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2022,Total.Department.of.Defense,NA,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1970,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1971,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1972,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1973,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1974,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1975,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1976,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1977,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1978,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1979,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1980,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1981,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1982,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1983,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1984,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1985,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1986,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1987,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1988,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1989,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1990,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1991,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1992,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1993,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1994,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1995,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1996,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1997,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1998,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1999,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2000,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2001,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2002,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2003,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2004,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2005,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2006,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2007,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2008,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2009,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2010,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2011,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2012,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2013,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2014,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2015,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2016,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2017,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2018,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2019,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2020,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2021,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2022,No.Deflator,1,2018,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
